complaint_id,category,subcategory,title,description,location_address,ward_number,latitude,longitude,priority,status,created_date,resolved_date,resolution_time_hours
2834,"roads","pothole","Road surface damaged in Marathahalli","Road surface damaged in Marathahalli. Needs resurfacing.","Marathahalli Ward 70",7,13.0057,77.5818,"medium","escalated",2024-12-02,,
2835,"roads","flooding","Road surface damaged in Koramangala","Road surface damaged in Koramangala. Needs resurfacing.","Koramangala Ward 159",194,12.9157,77.6593,"medium","in-progress",2024-10-04,,
2836,"electricity","outage","Street lights not working in Vijayanagar for 1 days","Street lights not working in Vijayanagar for 1 days. Safety concern.","Vijayanagar Ward 58",119,12.8736,77.5400,"medium","resolved",2024-01-21,2024-01-23,33
2837,"electricity","outage","Electric pole damaged near school","Electric pole damaged near school. Needs repair.","Hebbal Ward 59",112,12.9520,77.4624,"medium","escalated",2024-03-14,,
2838,"water","supply","Pipeline leakage near commercial center wasting water for past 6 days","Pipeline leakage near commercial center wasting water for past 6 days.","Jayanagar Ward 144",29,12.8587,77.4796,"medium","escalated",2024-05-24,,
2839,"water","pressure","Water meter malfunction in Vijayanagar","Water meter malfunction in Vijayanagar. Billing discrepancy issues.","Vijayanagar Ward 49",136,13.1215,77.5638,"medium","resolved",2024-07-19,2024-07-23,97
2840,"water","supply","Low water pressure in Basavanagudi during morning hours","Low water pressure in Basavanagudi during morning hours. Difficulty filling tanks.","Basavanagudi Ward 49",36,12.8317,77.5424,"medium","in-progress",2024-03-27,,
2841,"roads","flooding","Road marking faded on Marathahalli causing confusion","Road marking faded on Marathahalli causing confusion.","Marathahalli Ward 139",135,12.9887,77.6566,"medium","pending",2024-06-30,,
2842,"water","pressure","Irregular water supply schedule in Hebbal","Irregular water supply schedule in Hebbal. Request for timely supply.","Hebbal Ward 85",58,13.0083,77.7032,"medium","in-progress",2024-07-01,,
2843,"water","quality","Irregular water supply schedule in Koramangala","Irregular water supply schedule in Koramangala. Request for timely supply.","Koramangala Ward 139",62,12.8812,77.4641,"medium","in-progress",2024-03-02,,
2844,"water","supply","Low water pressure in Rajajinagar during morning hours","Low water pressure in Rajajinagar during morning hours. Difficulty filling tanks.","Rajajinagar Ward 21",116,13.1050,77.6622,"medium","escalated",2024-04-26,,
2845,"electricity","transformer","Power cuts 5 times daily in Banashankari","Power cuts 5 times daily in Banashankari. Work disruption.","Banashankari Ward 160",167,12.9703,77.5665,"medium","escalated",2024-11-13,,
2846,"electricity","transformer","Power cuts 4 times daily in Banashankari","Power cuts 4 times daily in Banashankari. Work disruption.","Banashankari Ward 137",146,12.9120,77.4886,"medium","resolved",2024-08-12,2024-08-17,107
2847,"water","leakage","Irregular water supply schedule in Yelahanka","Irregular water supply schedule in Yelahanka. Request for timely supply.","Yelahanka Ward 98",48,13.0549,77.5945,"medium","resolved",2024-03-21,2024-03-25,88
2848,"electricity","outage","Voltage fluctuations damaging electronics in RT Nagar","Voltage fluctuations damaging electronics in RT Nagar.","RT Nagar Ward 111",26,12.8595,77.7407,"medium","pending",2024-11-13,,
2849,"water","pressure","Pipeline leakage near temple wasting water for past 5 days","Pipeline leakage near temple wasting water for past 5 days.","Malleshwaram Ward 1",78,13.1034,77.5555,"medium","pending",2024-10-23,,
2850,"roads","pothole","Waterlogging issue in Marathahalli during monsoon","Waterlogging issue in Marathahalli during monsoon.","Marathahalli Ward 100",32,13.0989,77.4857,"medium","escalated",2024-07-20,,
2851,"water","quality","Low water pressure in Basavanagudi during morning hours","Low water pressure in Basavanagudi during morning hours. Difficulty filling tanks.","Basavanagudi Ward 61",119,13.1013,77.5666,"medium","escalated",2024-08-02,,
2852,"electricity","outage","Street lights not working in Banashankari for 7 days","Street lights not working in Banashankari for 7 days. Safety concern.","Banashankari Ward 177",34,12.9903,77.4940,"medium","resolved",2024-01-16,2024-01-18,37
2853,"electricity","billing","Electric pole damaged near metro station","Electric pole damaged near metro station. Needs repair.","Banashankari Ward 113",99,12.9794,77.4664,"medium","in-progress",2024-07-14,,
2854,"electricity","transformer","Voltage fluctuations damaging electronics in Yelahanka","Voltage fluctuations damaging electronics in Yelahanka.","Yelahanka Ward 87",195,13.0289,77.6898,"medium","in-progress",2024-08-08,,
2855,"electricity","transformer","Power cuts 12 times daily in Koramangala","Power cuts 12 times daily in Koramangala. Work disruption.","Koramangala Ward 156",97,12.9997,77.4992,"medium","escalated",2024-03-04,,
2856,"water","leakage","Water meter malfunction in Whitefield","Water meter malfunction in Whitefield. Billing discrepancy issues.","Whitefield Ward 132",122,12.9722,77.5509,"medium","resolved",2024-07-07,2024-07-08,10
2857,"roads","pothole","Road marking faded on Malleshwaram causing confusion","Road marking faded on Malleshwaram causing confusion.","Malleshwaram Ward 68",78,12.9825,77.5638,"medium","in-progress",2024-02-13,,
2858,"roads","pothole","Road marking faded on RT Nagar causing confusion","Road marking faded on RT Nagar causing confusion.","RT Nagar Ward 43",88,13.0697,77.7125,"medium","resolved",2024-01-04,2024-01-06,42
2859,"roads","flooding","Road surface damaged in Basavanagudi","Road surface damaged in Basavanagudi. Needs resurfacing.","Basavanagudi Ward 121",50,12.8233,77.6770,"medium","resolved",2024-06-13,2024-06-18,115
2860,"roads","repair","Road marking faded on Basavanagudi causing confusion","Road marking faded on Basavanagudi causing confusion.","Basavanagudi Ward 72",180,13.0759,77.6019,"medium","in-progress",2024-06-24,,
2861,"electricity","billing","Power cuts 9 times daily in Marathahalli","Power cuts 9 times daily in Marathahalli. Work disruption.","Marathahalli Ward 10",63,13.0796,77.7423,"medium","pending",2024-10-04,,
2862,"roads","repair","Road surface damaged in Banashankari","Road surface damaged in Banashankari. Needs resurfacing.","Banashankari Ward 85",107,13.0720,77.7324,"medium","pending",2024-09-08,,
2863,"roads","flooding","Waterlogging issue in Whitefield during monsoon","Waterlogging issue in Whitefield during monsoon.","Whitefield Ward 58",101,13.0144,77.7346,"medium","in-progress",2024-09-26,,
2864,"electricity","transformer","Power cuts 10 times daily in Koramangala","Power cuts 10 times daily in Koramangala. Work disruption.","Koramangala Ward 116",95,13.0840,77.6294,"medium","pending",2024-09-05,,
2865,"water","pressure","Water meter malfunction in Sarjapur Road","Water meter malfunction in Sarjapur Road. Billing discrepancy issues.","Sarjapur Road Ward 131",20,13.0335,77.4634,"medium","resolved",2024-12-25,2024-12-29,93
2866,"electricity","streetlight","Electric pole damaged near temple","Electric pole damaged near temple. Needs repair.","Banashankari Ward 63",188,12.9316,77.6629,"medium","resolved",2024-07-04,2024-07-07,57
2867,"roads","pothole","Road marking faded on HSR Layout causing confusion","Road marking faded on HSR Layout causing confusion.","HSR Layout Ward 78",11,13.1000,77.7263,"medium","resolved",2024-04-08,2024-04-10,46
2868,"electricity","transformer","Power cuts 1 times daily in HSR Layout","Power cuts 1 times daily in HSR Layout. Work disruption.","HSR Layout Ward 100",16,12.8558,77.5560,"medium","pending",2024-08-06,,
2869,"water","pressure","Water meter malfunction in BTM Layout","Water meter malfunction in BTM Layout. Billing discrepancy issues.","BTM Layout Ward 113",97,12.9970,77.6896,"medium","in-progress",2024-09-02,,
2870,"electricity","billing","Voltage fluctuations damaging electronics in CV Raman Nagar","Voltage fluctuations damaging electronics in CV Raman Nagar.","CV Raman Nagar Ward 174",198,12.8590,77.6106,"medium","resolved",2024-05-02,2024-05-04,43
2871,"electricity","billing","Voltage fluctuations damaging electronics in Jayanagar","Voltage fluctuations damaging electronics in Jayanagar.","Jayanagar Ward 122",182,13.0469,77.5541,"medium","resolved",2024-10-25,2024-10-29,90
2872,"water","quality","Pipeline leakage near residential complex wasting water for past 3 days","Pipeline leakage near residential complex wasting water for past 3 days.","Whitefield Ward 149",111,13.0443,77.6458,"medium","escalated",2024-05-24,,
2873,"roads","flooding","Road surface damaged in Yelahanka","Road surface damaged in Yelahanka. Needs resurfacing.","Yelahanka Ward 181",67,12.9827,77.5470,"medium","in-progress",2024-08-12,,
2874,"roads","pothole","Multiple potholes on HSR Layout road","Multiple potholes on HSR Layout road. Vehicle damage risk.","HSR Layout Ward 5",143,12.8774,77.6182,"medium","in-progress",2024-01-11,,
2875,"water","leakage","Irregular water supply schedule in Kammanahalli","Irregular water supply schedule in Kammanahalli. Request for timely supply.","Kammanahalli Ward 87",86,12.9722,77.6213,"medium","escalated",2024-12-07,,
2876,"electricity","billing","Street lights not working in Koramangala for 6 days","Street lights not working in Koramangala for 6 days. Safety concern.","Koramangala Ward 87",122,12.8729,77.6960,"medium","in-progress",2024-06-24,,
2877,"roads","maintenance","Multiple potholes on Kammanahalli road","Multiple potholes on Kammanahalli road. Vehicle damage risk.","Kammanahalli Ward 2",188,13.0791,77.6222,"medium","resolved",2024-06-15,2024-06-20,104
2878,"roads","flooding","Multiple potholes on JP Nagar road","Multiple potholes on JP Nagar road. Vehicle damage risk.","JP Nagar Ward 188",152,13.0018,77.4641,"medium","in-progress",2024-10-22,,
2879,"roads","flooding","Multiple potholes on Marathahalli road","Multiple potholes on Marathahalli road. Vehicle damage risk.","Marathahalli Ward 58",129,12.9718,77.5349,"medium","in-progress",2024-03-26,,
2880,"electricity","billing","Street lights not working in Yelahanka for 6 days","Street lights not working in Yelahanka for 6 days. Safety concern.","Yelahanka Ward 141",128,13.0390,77.6239,"medium","resolved",2024-11-07,2024-11-12,102
2881,"water","leakage","Pipeline leakage near temple wasting water for past 1 days","Pipeline leakage near temple wasting water for past 1 days.","Basavanagudi Ward 17",156,12.9413,77.4608,"medium","pending",2024-10-04,,
2882,"roads","pothole","Road marking faded on Koramangala causing confusion","Road marking faded on Koramangala causing confusion.","Koramangala Ward 104",53,13.0234,77.4875,"medium","resolved",2024-09-12,2024-09-15,64
2883,"electricity","outage","Voltage fluctuations damaging electronics in Banashankari","Voltage fluctuations damaging electronics in Banashankari.","Banashankari Ward 22",29,12.9027,77.6391,"medium","escalated",2024-11-08,,
2884,"electricity","billing","Street lights not working in Hebbal for 3 days","Street lights not working in Hebbal for 3 days. Safety concern.","Hebbal Ward 191",65,12.9569,77.4592,"medium","resolved",2024-09-21,2024-09-24,71
2885,"electricity","transformer","Electric pole damaged near church","Electric pole damaged near church. Needs repair.","HSR Layout Ward 88",5,13.1216,77.5207,"medium","escalated",2024-06-25,,
2886,"water","supply","Water meter malfunction in Koramangala","Water meter malfunction in Koramangala. Billing discrepancy issues.","Koramangala Ward 28",20,12.9678,77.6695,"medium","in-progress",2024-07-12,,
2887,"water","leakage","Low water pressure in JP Nagar during morning hours","Low water pressure in JP Nagar during morning hours. Difficulty filling tanks.","JP Nagar Ward 57",135,13.1175,77.6608,"medium","in-progress",2024-01-17,,
2888,"water","quality","Low water pressure in BTM Layout during morning hours","Low water pressure in BTM Layout during morning hours. Difficulty filling tanks.","BTM Layout Ward 48",41,12.8584,77.5925,"medium","escalated",2024-04-02,,
2889,"electricity","streetlight","Street lights not working in Yelahanka for 2 days","Street lights not working in Yelahanka for 2 days. Safety concern.","Yelahanka Ward 41",80,13.0235,77.5570,"medium","in-progress",2024-09-27,,
2890,"roads","pothole","Multiple potholes on Rajajinagar road","Multiple potholes on Rajajinagar road. Vehicle damage risk.","Rajajinagar Ward 127",125,12.8572,77.7046,"medium","escalated",2024-04-11,,
2891,"roads","repair","Road marking faded on Koramangala causing confusion","Road marking faded on Koramangala causing confusion.","Koramangala Ward 99",42,12.9134,77.4491,"medium","escalated",2024-06-18,,
2892,"electricity","streetlight","Power cuts 10 times daily in Kammanahalli","Power cuts 10 times daily in Kammanahalli. Work disruption.","Kammanahalli Ward 163",77,12.9759,77.5682,"medium","escalated",2024-01-24,,
2893,"electricity","outage","Voltage fluctuations damaging electronics in Vijayanagar","Voltage fluctuations damaging electronics in Vijayanagar.","Vijayanagar Ward 41",175,12.9077,77.6530,"medium","in-progress",2024-02-11,,
2894,"electricity","outage","Voltage fluctuations damaging electronics in RT Nagar","Voltage fluctuations damaging electronics in RT Nagar.","RT Nagar Ward 29",46,13.0155,77.5455,"medium","escalated",2024-01-11,,
2895,"roads","maintenance","Road surface damaged in Malleshwaram","Road surface damaged in Malleshwaram. Needs resurfacing.","Malleshwaram Ward 26",180,13.0364,77.7385,"medium","pending",2024-09-30,,
2896,"roads","flooding","Multiple potholes on RT Nagar road","Multiple potholes on RT Nagar road. Vehicle damage risk.","RT Nagar Ward 131",150,13.1182,77.5544,"medium","pending",2024-01-12,,
2897,"water","supply","Pipeline leakage near shopping mall wasting water for past 4 days","Pipeline leakage near shopping mall wasting water for past 4 days.","JP Nagar Ward 196",84,12.9243,77.7209,"medium","resolved",2024-06-06,2024-06-10,89
2898,"roads","maintenance","Road marking faded on Kammanahalli causing confusion","Road marking faded on Kammanahalli causing confusion.","Kammanahalli Ward 63",16,12.8984,77.4983,"medium","escalated",2024-07-21,,
2899,"roads","flooding","Waterlogging issue in CV Raman Nagar during monsoon","Waterlogging issue in CV Raman Nagar during monsoon.","CV Raman Nagar Ward 39",176,13.0360,77.4879,"medium","pending",2024-10-02,,
2900,"roads","maintenance","Road surface damaged in Rajajinagar","Road surface damaged in Rajajinagar. Needs resurfacing.","Rajajinagar Ward 184",62,13.0877,77.5938,"medium","resolved",2024-10-07,2024-10-08,11
2901,"roads","repair","Road surface damaged in Banashankari","Road surface damaged in Banashankari. Needs resurfacing.","Banashankari Ward 170",119,12.8249,77.4703,"medium","in-progress",2024-12-26,,
2902,"roads","pothole","Waterlogging issue in Hebbal during monsoon","Waterlogging issue in Hebbal during monsoon.","Hebbal Ward 159",45,12.9260,77.7031,"medium","in-progress",2024-03-31,,
2903,"water","supply","Water meter malfunction in Marathahalli","Water meter malfunction in Marathahalli. Billing discrepancy issues.","Marathahalli Ward 88",44,12.8806,77.7066,"medium","pending",2024-02-14,,
2904,"electricity","streetlight","Electric pole damaged near commercial center","Electric pole damaged near commercial center. Needs repair.","JP Nagar Ward 195",24,12.9638,77.7358,"medium","escalated",2024-09-14,,
2905,"roads","repair","Road surface damaged in RT Nagar","Road surface damaged in RT Nagar. Needs resurfacing.","RT Nagar Ward 67",140,13.0075,77.6144,"medium","resolved",2024-06-18,2024-06-21,68
2906,"roads","flooding","Multiple potholes on Jayanagar road","Multiple potholes on Jayanagar road. Vehicle damage risk.","Jayanagar Ward 31",47,12.8336,77.6947,"medium","pending",2024-12-22,,
2907,"electricity","streetlight","Street lights not working in HSR Layout for 2 days","Street lights not working in HSR Layout for 2 days. Safety concern.","HSR Layout Ward 130",178,12.9385,77.5734,"medium","pending",2024-03-21,,
2908,"water","quality","Low water pressure in Sarjapur Road during morning hours","Low water pressure in Sarjapur Road during morning hours. Difficulty filling tanks.","Sarjapur Road Ward 36",171,12.8437,77.5459,"medium","pending",2024-11-16,,
2909,"roads","pothole","Road surface damaged in Marathahalli","Road surface damaged in Marathahalli. Needs resurfacing.","Marathahalli Ward 20",171,13.0522,77.5865,"medium","escalated",2024-05-18,,
2910,"water","leakage","Water meter malfunction in Basavanagudi","Water meter malfunction in Basavanagudi. Billing discrepancy issues.","Basavanagudi Ward 115",114,12.9196,77.6155,"medium","pending",2024-09-21,,
2911,"roads","repair","Multiple potholes on Rajajinagar road","Multiple potholes on Rajajinagar road. Vehicle damage risk.","Rajajinagar Ward 90",19,12.8263,77.5925,"medium","escalated",2024-07-06,,
2912,"water","supply","Pipeline leakage near park entrance wasting water for past 1 days","Pipeline leakage near park entrance wasting water for past 1 days.","Yelahanka Ward 136",51,12.8297,77.5278,"medium","in-progress",2024-09-19,,
2913,"roads","maintenance","Road surface damaged in Rajajinagar","Road surface damaged in Rajajinagar. Needs resurfacing.","Rajajinagar Ward 92",136,12.9827,77.4604,"medium","in-progress",2024-08-25,,
2914,"water","quality","Low water pressure in JP Nagar during morning hours","Low water pressure in JP Nagar during morning hours. Difficulty filling tanks.","JP Nagar Ward 32",54,13.1157,77.5286,"medium","pending",2024-12-25,,
2915,"water","supply","Water meter malfunction in Yelahanka","Water meter malfunction in Yelahanka. Billing discrepancy issues.","Yelahanka Ward 65",174,12.9133,77.7152,"medium","in-progress",2024-03-25,,
2916,"electricity","streetlight","Power cuts 8 times daily in Marathahalli","Power cuts 8 times daily in Marathahalli. Work disruption.","Marathahalli Ward 86",171,13.0411,77.5794,"medium","resolved",2024-08-20,2024-08-21,17
2917,"electricity","billing","Electric pole damaged near commercial center","Electric pole damaged near commercial center. Needs repair.","HSR Layout Ward 6",171,12.9363,77.6200,"medium","escalated",2024-02-19,,
2918,"electricity","streetlight","Electric pole damaged near metro station","Electric pole damaged near metro station. Needs repair.","RT Nagar Ward 171",120,12.9581,77.6258,"medium","in-progress",2024-02-13,,
2919,"electricity","transformer","Electric pole damaged near metro station","Electric pole damaged near metro station. Needs repair.","CV Raman Nagar Ward 36",150,13.0315,77.5283,"medium","pending",2024-03-16,,
2920,"water","quality","Irregular water supply schedule in Rajajinagar","Irregular water supply schedule in Rajajinagar. Request for timely supply.","Rajajinagar Ward 199",183,12.8264,77.4497,"medium","resolved",2024-04-01,2024-04-02,20
2921,"roads","pothole","Multiple potholes on Marathahalli road","Multiple potholes on Marathahalli road. Vehicle damage risk.","Marathahalli Ward 170",126,13.0085,77.5205,"medium","pending",2024-02-24,,
2922,"electricity","streetlight","Street lights not working in RT Nagar for 1 days","Street lights not working in RT Nagar for 1 days. Safety concern.","RT Nagar Ward 172",15,13.0049,77.6842,"medium","escalated",2024-09-04,,
2923,"roads","maintenance","Road marking faded on Jayanagar causing confusion","Road marking faded on Jayanagar causing confusion.","Jayanagar Ward 55",2,12.8981,77.5853,"medium","in-progress",2023-12-31,,
2924,"electricity","transformer","Voltage fluctuations damaging electronics in Banashankari","Voltage fluctuations damaging electronics in Banashankari.","Banashankari Ward 25",176,12.9462,77.4828,"medium","in-progress",2024-12-13,,
2925,"roads","maintenance","Multiple potholes on HSR Layout road","Multiple potholes on HSR Layout road. Vehicle damage risk.","HSR Layout Ward 73",178,13.0401,77.5981,"medium","pending",2024-06-15,,
2926,"electricity","transformer","Voltage fluctuations damaging electronics in Marathahalli","Voltage fluctuations damaging electronics in Marathahalli.","Marathahalli Ward 160",145,13.1057,77.4724,"medium","pending",2024-10-09,,
2927,"roads","pothole","Road marking faded on Hebbal causing confusion","Road marking faded on Hebbal causing confusion.","Hebbal Ward 194",184,12.9902,77.7107,"medium","resolved",2024-09-04,2024-09-05,17
2928,"water","quality","Irregular water supply schedule in Sarjapur Road","Irregular water supply schedule in Sarjapur Road. Request for timely supply.","Sarjapur Road Ward 188",196,13.0978,77.5181,"medium","resolved",2024-12-20,2024-12-24,94
2929,"roads","maintenance","Road surface damaged in BTM Layout","Road surface damaged in BTM Layout. Needs resurfacing.","BTM Layout Ward 172",149,13.0819,77.6986,"medium","pending",2024-03-26,,
2930,"water","supply","Irregular water supply schedule in Kammanahalli","Irregular water supply schedule in Kammanahalli. Request for timely supply.","Kammanahalli Ward 160",163,12.9169,77.5914,"medium","in-progress",2024-12-26,,
2931,"roads","repair","Waterlogging issue in Kammanahalli during monsoon","Waterlogging issue in Kammanahalli during monsoon.","Kammanahalli Ward 60",49,12.8467,77.6713,"medium","in-progress",2024-10-07,,
2932,"roads","pothole","Road surface damaged in Jayanagar","Road surface damaged in Jayanagar. Needs resurfacing.","Jayanagar Ward 193",26,12.8588,77.7113,"medium","in-progress",2024-02-01,,
2933,"water","pressure","Irregular water supply schedule in Marathahalli","Irregular water supply schedule in Marathahalli. Request for timely supply.","Marathahalli Ward 186",66,13.0530,77.5116,"medium","in-progress",2024-05-27,,
2934,"roads","maintenance","Road marking faded on Hebbal causing confusion","Road marking faded on Hebbal causing confusion.","Hebbal Ward 51",185,13.0925,77.5069,"medium","escalated",2024-11-21,,
2935,"water","quality","Pipeline leakage near residential complex wasting water for past 5 days","Pipeline leakage near residential complex wasting water for past 5 days.","Kammanahalli Ward 138",183,13.0463,77.4876,"medium","escalated",2024-08-15,,
2936,"roads","flooding","Multiple potholes on Rajajinagar road","Multiple potholes on Rajajinagar road. Vehicle damage risk.","Rajajinagar Ward 101",119,13.0852,77.7075,"medium","pending",2024-02-04,,
2937,"water","pressure","Irregular water supply schedule in Electronic City","Irregular water supply schedule in Electronic City. Request for timely supply.","Electronic City Ward 66",108,12.8906,77.4974,"medium","in-progress",2024-06-16,,
2938,"roads","repair","Waterlogging issue in Electronic City during monsoon","Waterlogging issue in Electronic City during monsoon.","Electronic City Ward 20",161,12.9364,77.5094,"medium","resolved",2024-10-05,2024-10-09,100
2939,"electricity","streetlight","Power cuts 9 times daily in HSR Layout","Power cuts 9 times daily in HSR Layout. Work disruption.","HSR Layout Ward 81",102,13.0226,77.6484,"medium","in-progress",2024-04-17,,
2940,"roads","pothole","Waterlogging issue in BTM Layout during monsoon","Waterlogging issue in BTM Layout during monsoon.","BTM Layout Ward 44",182,12.8603,77.6960,"medium","escalated",2024-01-20,,
2941,"roads","pothole","Waterlogging issue in Yelahanka during monsoon","Waterlogging issue in Yelahanka during monsoon.","Yelahanka Ward 30",77,12.9758,77.7146,"medium","resolved",2024-06-02,2024-06-04,53
2942,"electricity","billing","Electric pole damaged near church","Electric pole damaged near church. Needs repair.","Indiranagar Ward 88",151,13.0499,77.4541,"medium","in-progress",2024-06-17,,
2943,"roads","flooding","Waterlogging issue in Koramangala during monsoon","Waterlogging issue in Koramangala during monsoon.","Koramangala Ward 158",73,12.8502,77.6192,"medium","escalated",2024-06-01,,
2944,"electricity","streetlight","Electric pole damaged near park entrance","Electric pole damaged near park entrance. Needs repair.","Kammanahalli Ward 80",158,13.0308,77.4641,"medium","pending",2024-04-05,,
2945,"water","supply","Irregular water supply schedule in RT Nagar","Irregular water supply schedule in RT Nagar. Request for timely supply.","RT Nagar Ward 172",128,13.0591,77.5444,"medium","resolved",2024-09-19,2024-09-23,87
2946,"roads","flooding","Road surface damaged in Kammanahalli","Road surface damaged in Kammanahalli. Needs resurfacing.","Kammanahalli Ward 11",17,13.0615,77.4549,"medium","resolved",2024-10-03,2024-10-04,11
2947,"electricity","outage","Voltage fluctuations damaging electronics in Basavanagudi","Voltage fluctuations damaging electronics in Basavanagudi.","Basavanagudi Ward 184",129,12.9907,77.4871,"medium","in-progress",2024-05-18,,
2948,"roads","repair","Multiple potholes on Yelahanka road","Multiple potholes on Yelahanka road. Vehicle damage risk.","Yelahanka Ward 63",53,12.8764,77.6786,"medium","resolved",2024-06-02,2024-06-06,95
2949,"water","quality","Irregular water supply schedule in Yelahanka","Irregular water supply schedule in Yelahanka. Request for timely supply.","Yelahanka Ward 163",84,12.8764,77.5056,"medium","in-progress",2024-01-23,,
2950,"electricity","transformer","Voltage fluctuations damaging electronics in Kammanahalli","Voltage fluctuations damaging electronics in Kammanahalli.","Kammanahalli Ward 113",64,12.8831,77.5805,"medium","in-progress",2024-11-02,,
2951,"water","pressure","Irregular water supply schedule in Indiranagar","Irregular water supply schedule in Indiranagar. Request for timely supply.","Indiranagar Ward 75",58,12.8884,77.6595,"medium","pending",2024-03-24,,
2952,"water","supply","Water meter malfunction in Kammanahalli","Water meter malfunction in Kammanahalli. Billing discrepancy issues.","Kammanahalli Ward 181",16,12.9157,77.6931,"medium","resolved",2024-02-07,2024-02-10,57
2953,"electricity","outage","Power cuts 6 times daily in Rajajinagar","Power cuts 6 times daily in Rajajinagar. Work disruption.","Rajajinagar Ward 46",52,13.0111,77.5473,"medium","resolved",2024-08-25,2024-08-28,61
2954,"roads","flooding","Waterlogging issue in RT Nagar during monsoon","Waterlogging issue in RT Nagar during monsoon.","RT Nagar Ward 45",3,12.9898,77.7290,"medium","escalated",2024-10-26,,
2955,"electricity","billing","Voltage fluctuations damaging electronics in Malleshwaram","Voltage fluctuations damaging electronics in Malleshwaram.","Malleshwaram Ward 145",36,12.9740,77.5736,"medium","resolved",2024-05-27,2024-06-01,115
2956,"water","supply","Pipeline leakage near park entrance wasting water for past 4 days","Pipeline leakage near park entrance wasting water for past 4 days.","Rajajinagar Ward 174",66,12.9882,77.4906,"medium","pending",2024-01-03,,
2957,"roads","maintenance","Road surface damaged in Koramangala","Road surface damaged in Koramangala. Needs resurfacing.","Koramangala Ward 75",94,12.8937,77.4939,"medium","resolved",2024-01-22,2024-01-24,42
2958,"roads","flooding","Road surface damaged in BTM Layout","Road surface damaged in BTM Layout. Needs resurfacing.","BTM Layout Ward 40",153,13.0518,77.5491,"medium","in-progress",2024-07-21,,
2959,"electricity","billing","Voltage fluctuations damaging electronics in Banashankari","Voltage fluctuations damaging electronics in Banashankari.","Banashankari Ward 9",157,13.1066,77.6984,"medium","resolved",2024-12-04,2024-12-06,51
2960,"water","supply","Pipeline leakage near bus stop wasting water for past 5 days","Pipeline leakage near bus stop wasting water for past 5 days.","Yelahanka Ward 185",145,13.0922,77.5575,"medium","in-progress",2024-03-05,,
2961,"electricity","streetlight","Voltage fluctuations damaging electronics in Vijayanagar","Voltage fluctuations damaging electronics in Vijayanagar.","Vijayanagar Ward 19",101,13.0896,77.6662,"medium","pending",2024-06-25,,
2962,"electricity","billing","Street lights not working in BTM Layout for 1 days","Street lights not working in BTM Layout for 1 days. Safety concern.","BTM Layout Ward 119",91,12.8751,77.5936,"medium","resolved",2024-05-12,2024-05-14,49
2963,"water","leakage","Irregular water supply schedule in Marathahalli","Irregular water supply schedule in Marathahalli. Request for timely supply.","Marathahalli Ward 50",191,12.9571,77.4589,"medium","resolved",2024-08-21,2024-08-22,22
2964,"water","supply","Low water pressure in Malleshwaram during morning hours","Low water pressure in Malleshwaram during morning hours. Difficulty filling tanks.","Malleshwaram Ward 136",29,13.0585,77.5132,"medium","in-progress",2024-04-03,,
2965,"electricity","transformer","Street lights not working in Kammanahalli for 7 days","Street lights not working in Kammanahalli for 7 days. Safety concern.","Kammanahalli Ward 34",31,13.1216,77.4947,"medium","resolved",2024-06-23,2024-06-26,70
2966,"roads","maintenance","Road marking faded on Malleshwaram causing confusion","Road marking faded on Malleshwaram causing confusion.","Malleshwaram Ward 168",175,13.0821,77.5254,"medium","resolved",2024-06-08,2024-06-12,96
2967,"roads","maintenance","Waterlogging issue in Rajajinagar during monsoon","Waterlogging issue in Rajajinagar during monsoon.","Rajajinagar Ward 111",170,12.8275,77.4987,"medium","in-progress",2024-04-17,,
2968,"water","pressure","Pipeline leakage near shopping mall wasting water for past 3 days","Pipeline leakage near shopping mall wasting water for past 3 days.","Indiranagar Ward 91",191,13.0479,77.6451,"medium","in-progress",2024-03-22,,
2969,"roads","repair","Multiple potholes on JP Nagar road","Multiple potholes on JP Nagar road. Vehicle damage risk.","JP Nagar Ward 28",27,13.0823,77.5459,"medium","pending",2024-05-20,,
2970,"roads","pothole","Road surface damaged in Basavanagudi","Road surface damaged in Basavanagudi. Needs resurfacing.","Basavanagudi Ward 49",60,12.9600,77.5594,"medium","in-progress",2024-04-21,,
2971,"roads","pothole","Multiple potholes on BTM Layout road","Multiple potholes on BTM Layout road. Vehicle damage risk.","BTM Layout Ward 197",108,13.0203,77.6800,"medium","resolved",2024-01-05,2024-01-08,71
2972,"electricity","transformer","Electric pole damaged near temple","Electric pole damaged near temple. Needs repair.","BTM Layout Ward 147",17,12.9221,77.5857,"medium","resolved",2024-02-10,2024-02-13,63
2973,"water","leakage","Water meter malfunction in RT Nagar","Water meter malfunction in RT Nagar. Billing discrepancy issues.","RT Nagar Ward 116",120,12.9568,77.5412,"medium","escalated",2024-06-22,,
2974,"water","supply","Irregular water supply schedule in HSR Layout","Irregular water supply schedule in HSR Layout. Request for timely supply.","HSR Layout Ward 82",32,13.0813,77.6527,"medium","pending",2024-03-31,,
2975,"electricity","outage","Street lights not working in Banashankari for 1 days","Street lights not working in Banashankari for 1 days. Safety concern.","Banashankari Ward 170",183,13.1077,77.6015,"medium","pending",2024-05-01,,
